run_tag	dataset	scan	mode	n_gt	n_pred	gt_coverage	pred_purity	p@0.25	r@0.25	f1@0.25	miou@0.25	tp@0.25	fp@0.25	fn@0.25	p@0.5	r@0.5	f1@0.5	miou@0.5	tp@0.5	fp@0.5	fn@0.5	p@0.75	r@0.75	f1@0.75	miou@0.75	tp@0.75	fp@0.75	fn@0.75
2026-05-29_103913_1218444	3RScan	8eabc469-5af7-2f32-840f-c1be88e46c62	all	15	15	0.313163	0.280688	0.600000	0.600000	0.600000	0.417165	9	6	6	0.133333	0.133333	0.133333	0.679888	2	13	13	0.000000	0.000000	0.000000	0.000000	0	15	15
2026-05-29_103913_1218444	3RScan	742e8f15-be0a-294e-9ebb-6c72dbcb9662	all	25	15	0.249114	0.376402	0.600000	0.360000	0.450000	0.517832	9	6	16	0.266667	0.160000	0.200000	0.734014	4	11	21	0.133333	0.080000	0.100000	0.874976	2	13	23
2026-05-29_103913_1218444	3RScan	095821f7-e2c2-2de1-9568-b9ce59920e29	all	12	8	0.316820	0.399592	0.625000	0.416667	0.500000	0.544573	5	3	7	0.250000	0.166667	0.200000	0.738612	2	6	10	0.125000	0.083333	0.100000	0.859846	1	7	11
2026-05-29_103913_1218444	3RScan	5341b79f-8a66-2cdd-84d5-6dba6525dd75	all	23	9	0.152434	0.325116	0.666667	0.260870	0.375000	0.385768	6	3	17	0.111111	0.043478	0.062500	0.531350	1	8	22	0.000000	0.000000	0.000000	0.000000	0	9	23
2026-05-29_103913_1218444	3RScan	43b8cae9-6678-2e38-9bc2-8c31ab832242	all	26	28	0.241231	0.227648	0.285714	0.307692	0.296296	0.558678	8	20	18	0.142857	0.153846	0.148148	0.770407	4	24	22	0.071429	0.076923	0.074074	0.900926	2	26	24
2026-05-29_103913_1218444	3RScan	569d8f05-72aa-2f24-899c-58b243c8189d	all	33	13	0.164624	0.333965	0.538462	0.212121	0.304348	0.491451	7	6	26	0.230769	0.090909	0.130435	0.682969	3	10	30	0.076923	0.030303	0.043478	0.780097	1	12	32
2026-05-29_103913_1218444	3RScan	0cac7536-8d6f-2d13-8dc2-2f9d7aa62dc4	all	13	16	0.669839	0.542322	0.625000	0.769231	0.689655	0.807412	10	6	3	0.500000	0.615385	0.551724	0.925512	8	8	5	0.500000	0.615385	0.551724	0.925512	8	8	5
2026-05-29_103913_1218444	3RScan	c6707938-2ecb-2de2-811c-69f6f7a0e638	all	38	15	0.188430	0.357515	0.714286	0.263158	0.384615	0.509938	10	4	28	0.333333	0.131579	0.188679	0.640894	5	10	33	0.000000	0.000000	0.000000	0.000000	0	15	38
2026-05-29_103913_1218444	3RScan	c7895f86-339c-2d13-82c8-3976988cd327	all	28	17	0.233436	0.334251	0.529412	0.321429	0.400000	0.510048	9	8	19	0.235294	0.142857	0.177778	0.743808	4	13	24	0.117647	0.071429	0.088889	0.802167	2	15	26
2026-05-29_103913_1218444	3RScan	4138584b-a238-2435-8128-a939fb07c1c8	all	15	10	0.355231	0.466148	0.700000	0.466667	0.560000	0.608879	7	3	8	0.400000	0.266667	0.320000	0.760588	4	6	11	0.200000	0.133333	0.160000	0.918369	2	8	13
2026-05-29_103913_1218444	3RScan	352e9c57-69fb-27a7-8bc7-4cf12e417e21	all	22	12	0.123110	0.199489	0.250000	0.136364	0.176471	0.488442	3	9	19	0.083333	0.045455	0.058824	0.588306	1	11	21	0.000000	0.000000	0.000000	0.000000	0	12	22
2026-05-29_103913_1218444	3RScan	8f0f144b-55de-28ce-8053-2828b87a0cc9	objects-only	8	10	0.582390	0.549715	0.666667	0.750000	0.705882	0.696270	6	3	2	0.555556	0.625000	0.588235	0.744956	5	4	3	0.333333	0.375000	0.352941	0.862748	3	6	5
2026-05-29_103913_1218444	3RScan	0958224e-e2c2-2de1-943b-38e36345e2e7	objects-only	18	11	0.216627	0.368538	0.777778	0.388889	0.518519	0.392543	7	2	11	0.142857	0.055556	0.080000	0.629386	1	6	17	0.000000	0.000000	0.000000	0.000000	0	10	18
2026-05-29_103913_1218444	3RScan	09582225-e2c2-2de1-9564-f6681ef5e511	objects-only	5	5	0.492056	0.814669	1.000000	0.600000	0.750000	0.707013	3	0	2	1.000000	0.400000	0.571429	0.814669	2	0	3	0.250000	0.200000	0.222222	1.000000	1	3	4
2026-05-29_103913_1218444	3RScan	0cac7627-8d6f-2d13-8eac-41764b5f2c5b	objects-only	8	8	0.236582	0.383212	0.600000	0.375000	0.461538	0.511703	3	2	5	0.400000	0.250000	0.307692	0.558935	2	3	6	0.000000	0.000000	0.000000	0.000000	0	5	8
2026-05-29_103913_1218444	3RScan	8f0f1467-55de-28ce-8331-b670a7274af9	objects-only	6	9	0.622857	0.662243	1.000000	1.000000	1.000000	0.622857	6	0	0	0.600000	0.500000	0.545455	0.813017	3	2	3	0.400000	0.333333	0.363636	0.892634	2	3	4
2026-05-29_103913_1218444	3RScan	0958220d-e2c2-2de1-9710-c37018da1883	objects-only	13	16	0.393650	0.368890	0.714286	0.769231	0.740741	0.480850	10	4	3	0.285714	0.307692	0.296296	0.677829	4	10	9	0.066667	0.076923	0.071429	0.874636	1	14	12
2026-05-29_103913_1218444	3RScan	352e9c46-69fb-27a7-8b1d-bc83c253c676	objects-only	4	6	0.481638	0.812011	1.000000	0.500000	0.666667	0.812011	2	0	2	1.000000	0.500000	0.666667	0.812011	2	0	2	0.333333	0.250000	0.285714	0.967842	1	2	3
2026-05-29_103913_1218444	3RScan	4d3d82a6-8cf4-2e04-828b-ceb5235b58a8	objects-only	5	7	0.479776	0.609390	0.750000	0.600000	0.666667	0.631466	3	1	2	0.333333	0.200000	0.250000	0.987220	1	2	4	0.250000	0.200000	0.222222	0.987220	1	3	4
2026-05-29_103913_1218444	3RScan	b05fdd96-fca0-2d4f-88c3-d9dfda85c00e	objects-only	11	11	0.349343	0.422598	0.750000	0.545455	0.631579	0.519153	6	2	5	0.375000	0.272727	0.315789	0.652594	3	5	8	0.100000	0.090909	0.095238	0.772656	1	9	10
2026-05-29_103913_1218444	3RScan	8f0f1437-55de-28ce-828e-dbf210a7f472	objects-only	7	15	0.695316	0.561434	0.700000	1.000000	0.823529	0.695316	7	3	0	0.636364	1.000000	0.777778	0.695316	7	4	0	0.181818	0.285714	0.222222	0.852949	2	9	5
2026-05-29_103913_1218444	3RScan	09582212-e2c2-2de1-9700-fa44b14fbded	objects-only	13	13	0.507872	0.645929	0.800000	0.615385	0.695652	0.750678	8	2	5	0.700000	0.538462	0.608696	0.796340	7	3	6	0.454545	0.384615	0.416667	0.844965	5	6	8
2026-05-29_103913_1218444	3RScan	d7d40d48-7a5d-2b36-97ad-692c9b56b508	objects-only	11	12	0.516377	0.570976	0.777778	0.636364	0.700000	0.705042	7	2	4	0.600000	0.545455	0.571429	0.745545	6	4	5	0.300000	0.272727	0.285714	0.868967	3	7	8
2026-05-29_103913_1218444	3RScan	0cf75f4b-564d-23f5-899f-ff97701d3f3b	objects-only	26	28	0.502344	0.569391	0.789474	0.576923	0.666667	0.676822	15	4	11	0.578947	0.423077	0.488889	0.783674	11	8	15	0.350000	0.269231	0.304348	0.882307	7	13	19
2026-05-29_103913_1218444	3RScan	fcf66d7b-622d-291c-86b8-7db96aebcee3	objects-only	14	13	0.336392	0.458665	0.875000	0.500000	0.636364	0.555133	7	1	7	0.400000	0.285714	0.333333	0.656294	4	6	10	0.000000	0.000000	0.000000	0.000000	0	11	14
2026-05-29_103913_1218444	3RScan	ba6fdaa2-a4c1-2dca-81a8-2aacd785edd7	objects-only	9	12	0.292632	0.258908	0.333333	0.333333	0.333333	0.594344	3	6	6	0.222222	0.222222	0.222222	0.693763	2	7	7	0.000000	0.000000	0.000000	0.000000	0	10	9
2026-05-29_103913_1218444	3RScan	d7d40d4e-7a5d-2b36-97e7-34324c52ac42	objects-only	11	13	0.438051	0.584030	0.666667	0.363636	0.470588	0.907118	4	2	7	0.666667	0.363636	0.470588	0.907118	4	2	7	0.375000	0.272727	0.315789	0.997349	3	5	8
2026-05-29_103913_1218444	3RScan	43b8caed-6678-2e38-98f8-a76f51ef79af	objects-only	10	5	0.203382	0.353620	0.666667	0.200000	0.307692	0.439762	2	1	8	0.333333	0.100000	0.153846	0.534069	1	2	9	0.000000	0.000000	0.000000	0.000000	0	3	10
2026-05-29_103913_1218444	3RScan	d7d40d39-7a5d-2b36-972e-a7c800ca7bbf	objects-only	21	14	0.323563	0.490139	0.900000	0.428571	0.580645	0.550804	9	1	12	0.363636	0.190476	0.250000	0.768254	4	7	17	0.250000	0.142857	0.181818	0.825094	3	9	18
2026-05-29_103913_1218444	3RScan	75c25975-9ca2-2844-9769-84677f46d4cf	objects-only	33	16	0.177866	0.485769	0.777778	0.212121	0.333333	0.585838	7	2	26	0.500000	0.121212	0.195122	0.736805	4	4	29	0.111111	0.030303	0.047619	0.887218	1	8	32
2026-05-29_103913_1218444	3RScan	fcf66d94-622d-291c-85fc-284b68d64c81	objects-only	18	20	0.530271	0.634905	0.928571	0.722222	0.812500	0.659674	13	1	5	0.615385	0.444444	0.516129	0.856624	8	5	10	0.357143	0.277778	0.312500	0.997826	5	9	13
2026-05-29_103913_1218444	3RScan	b8837e16-57ec-29c6-89c3-0e8b7d668f56	objects-only	5	6	0.748451	0.630443	0.833333	1.000000	0.909091	0.748451	5	1	0	0.666667	0.800000	0.727273	0.831029	4	2	1	0.500000	0.600000	0.545455	0.893753	3	3	2
2026-05-29_103913_1218444	3RScan	6bde6070-9162-246f-8ea9-c8bbe5d7133a	objects-only	19	10	0.305240	0.552683	0.777778	0.368421	0.500000	0.725250	7	2	12	0.555556	0.263158	0.357143	0.847417	5	4	14	0.300000	0.157895	0.206897	0.956481	3	7	16
2026-05-29_103913_1218444	3RScan	2e36954b-e133-204c-92ad-1a66c6f63e1a	objects-only	13	18	0.538137	0.474737	0.785714	0.846154	0.814815	0.599567	11	3	2	0.400000	0.461538	0.428571	0.788915	6	9	7	0.266667	0.307692	0.285714	0.926133	4	11	9
2026-05-29_103913_1218444	3RScan	6a360567-fa53-2915-9617-da8aa432752d	objects-only	13	9	0.245027	0.434960	0.714286	0.384615	0.500000	0.533234	5	2	8	0.142857	0.076923	0.100000	0.960428	1	6	12	0.142857	0.076923	0.100000	0.960428	1	6	12
2026-05-29_103913_1218444	3RScan	bcb0fe27-4f39-2c70-9dae-5c8625b3553d	objects-only	13	9	0.330638	0.708098	1.000000	0.384615	0.555556	0.594558	5	0	8	0.750000	0.230769	0.352941	0.793099	3	1	10	0.500000	0.153846	0.235294	0.919890	2	2	11
2026-05-29_103913_1218444	3RScan	6a36054b-fa53-2915-946e-4ec15f811f6e	objects-only	9	7	0.339463	0.609030	1.000000	0.333333	0.500000	0.609030	3	0	6	0.333333	0.111111	0.166667	0.978593	1	2	8	0.333333	0.111111	0.166667	0.978593	1	2	8
2026-05-29_103913_1218444	3RScan	09582244-e2c2-2de1-956c-357092d949d1	objects-only	9	7	0.406633	0.605840	0.666667	0.444444	0.533333	0.731172	4	2	5	0.600000	0.333333	0.428571	0.857803	3	2	6	0.400000	0.222222	0.285714	0.945730	2	3	7
2026-05-29_103913_1218444	3RScan	20c993b7-698f-29c5-847d-c8cb8a685f5a	objects-only	9	20	0.391309	0.281752	0.500000	0.777778	0.608696	0.440390	7	7	2	0.214286	0.333333	0.260870	0.608347	3	11	6	0.062500	0.111111	0.080000	0.754564	1	15	8
2026-05-29_103913_1218444	3RScan	b05fddd1-fca0-2d4f-8ab9-ecffab72e046	objects-only	26	22	0.375988	0.645017	1.000000	0.500000	0.666667	0.645017	13	0	13	0.615385	0.307692	0.410256	0.814819	8	5	18	0.428571	0.230769	0.300000	0.886213	6	8	20
2026-05-29_103913_1218444	3RScan	bf9a3de7-45a5-2e80-81a4-fd6126f6417b	objects-only	39	30	0.298132	0.379090	0.600000	0.384615	0.468750	0.558069	15	10	24	0.320000	0.205128	0.250000	0.701551	8	17	31	0.107143	0.076923	0.089552	0.854180	3	25	36
2026-05-29_103913_1218444	3RScan	95be45db-a558-22da-9eac-5cea5debfcd8	objects-only	23	11	0.173314	0.462635	0.714286	0.217391	0.333333	0.588025	5	2	18	0.500000	0.130435	0.206897	0.719411	3	3	20	0.285714	0.086957	0.133333	0.786576	2	5	21
2026-05-29_103913_1218444	3RScan	1776ad7c-4db7-2333-88b3-edb7a9803f6f	objects-only	16	15	0.157059	0.276221	0.500000	0.187500	0.272727	0.425354	3	3	13	0.000000	0.000000	0.000000	0.000000	0	6	16	0.000000	0.000000	0.000000	0.000000	0	7	16
2026-05-29_103913_1218444	3RScan	dbeb4cee-faf9-2324-991e-79c1f7e0b908	objects-only	32	24	0.234949	0.341319	0.571429	0.250000	0.347826	0.608810	8	6	24	0.250000	0.125000	0.166667	0.793781	4	12	28	0.117647	0.062500	0.081633	0.992958	2	15	30
2026-05-29_103913_1218444	3RScan	bcb0fe33-4f39-2c70-9cb1-081014d8a9b8	objects-only	23	19	0.124094	0.266209	0.500000	0.130435	0.206897	0.357411	3	3	20	0.000000	0.000000	0.000000	0.000000	0	7	23	0.000000	0.000000	0.000000	0.000000	0	8	23
2026-05-29_103913_1218444	3RScan	2e36955d-e133-204c-90da-122ae14d42a3	objects-only	12	8	0.250970	0.437741	1.000000	0.333333	0.500000	0.437741	4	0	8	0.250000	0.083333	0.125000	0.585948	1	3	11	0.000000	0.000000	0.000000	0.000000	0	6	12
2026-05-29_103913_1218444	3RScan	bcb0fe1b-4f39-2c70-9f8c-2256ea9752ab	objects-only	15	9	0.326967	0.754300	1.000000	0.400000	0.571429	0.692039	6	0	9	0.800000	0.266667	0.400000	0.836733	4	1	11	0.666667	0.266667	0.380952	0.836733	4	2	11
2026-05-29_103913_1218444	3RScan	352e9c3e-69fb-27a7-8976-a6860f84f876	objects-only	26	24	0.242547	0.401738	0.692308	0.346154	0.461538	0.514196	9	4	17	0.384615	0.192308	0.256410	0.670582	5	8	21	0.062500	0.038462	0.047619	1.000000	1	15	25
2026-05-29_103913_1218444	3RScan	6ed38500-7db9-2d45-810c-865e82827b54	objects-only	29	14	0.169625	0.274668	0.545455	0.206897	0.300000	0.475200	6	5	23	0.166667	0.068966	0.097561	0.740204	2	10	27	0.076923	0.034483	0.047619	0.904082	1	12	28
2026-05-29_103913_1218444	3RScan	422885bf-192d-25fc-8509-1fd7def9cc19	objects-only	14	6	0.201574	0.806147	1.000000	0.214286	0.352941	0.636105	3	0	11	1.000000	0.142857	0.250000	0.806147	2	0	12	0.250000	0.071429	0.111111	0.895850	1	3	13
2026-05-29_103913_1218444	3RScan	0cac7676-8d6f-2d13-8f3a-d7bf7f03e721	objects-only	36	24	0.181774	0.293545	0.533333	0.222222	0.313725	0.548083	8	7	28	0.187500	0.083333	0.115385	0.885626	3	13	33	0.117647	0.055556	0.075472	1.000000	2	15	34
2026-05-29_103913_1218444	3RScan	1d234022-e280-2b1a-8cec-e9787bb0d7b2	objects-only	13	9	0.226603	0.000000	1.000000	0.307692	0.470588	0.498946	4	0	9	1.000000	0.153846	0.266667	0.692800	2	0	11	0.000000	0.000000	0.000000	0.000000	0	4	13
2026-05-29_103913_1218444	3RScan	c7895f1d-339c-2d13-820f-f998ab956707	objects-only	35	21	0.211967	0.449048	0.750000	0.257143	0.382979	0.550412	9	3	26	0.461538	0.171429	0.250000	0.651010	6	7	29	0.133333	0.057143	0.080000	0.909052	2	13	33
2026-05-29_103913_1218444	3RScan	a0906006-66f7-2272-9e46-51000ffe6623	objects-only	19	30	0.385340	0.385265	0.523810	0.578947	0.550000	0.600119	11	10	8	0.333333	0.368421	0.350000	0.716280	7	14	12	0.142857	0.157895	0.150000	0.849251	3	18	16
2026-05-29_103913_1218444	3RScan	422885b3-192d-25fc-84c9-9b80eea1752d	objects-only	11	4	0.296887	0.798442	1.000000	0.272727	0.428571	0.673035	3	0	8	1.000000	0.181818	0.307692	0.798442	2	0	9	0.333333	0.090909	0.142857	0.937220	1	2	10
2026-05-29_103913_1218444	3RScan	0cac760f-8d6f-2d13-8d9d-2d8df8f8cb6e	objects-only	27	13	0.253586	0.471194	0.818182	0.333333	0.473684	0.610550	9	2	18	0.636364	0.259259	0.368421	0.696051	7	4	20	0.250000	0.111111	0.153846	0.881031	3	9	24
2026-05-29_103913_1218444	3RScan	1d234018-e280-2b1a-8f22-da2b997865e8	objects-only	23	26	0.210298	0.441284	0.666667	0.260870	0.375000	0.612810	6	3	17	0.500000	0.173913	0.258065	0.775546	4	4	19	0.222222	0.086957	0.125000	0.943721	2	7	21
2026-05-29_103913_1218444	3RScan	5630cfcf-12bf-2860-8784-83d28a611a83	objects-only	19	10	0.311974	0.474835	0.700000	0.368421	0.482759	0.658626	7	3	12	0.555556	0.263158	0.357143	0.759239	5	4	14	0.222222	0.105263	0.142857	0.902729	2	7	17
2026-05-29_103913_1218444	3RScan	0cac767e-8d6f-2d13-8d1a-d5e9b184df15	objects-only	53	28	0.134663	0.277229	0.450000	0.169811	0.246575	0.534064	9	11	44	0.217391	0.094340	0.131579	0.664721	5	18	48	0.041667	0.018868	0.025974	0.944528	1	23	52
2026-05-29_103913_1218444	3RScan	bf9a3da2-45a5-2e80-8219-1f0a216399fe	objects-only	17	16	0.158058	0.161032	0.285714	0.117647	0.166667	0.358343	2	5	15	0.000000	0.000000	0.000000	0.000000	0	5	17	0.000000	0.000000	0.000000	0.000000	0	10	17
2026-05-29_103913_1218444	3RScan	0cac759b-8d6f-2d13-8e3b-2e3bc1ee1158	objects-only	32	34	0.326123	0.640046	0.923077	0.375000	0.533333	0.705820	12	1	20	0.642857	0.281250	0.391304	0.812966	9	5	23	0.375000	0.187500	0.250000	0.892299	6	10	26
2026-05-29_103913_1218444	3RScan	6bde6079-9162-246f-8fad-d8f2358bd413	objects-only	11	16	0.400743	0.466452	0.777778	0.636364	0.700000	0.525327	7	2	4	0.500000	0.363636	0.421053	0.626634	4	4	7	0.111111	0.090909	0.100000	0.759825	1	8	10
2026-05-29_103913_1218444	3RScan	0cac75ad-8d6f-2d13-8c74-5de4dfc4affc	objects-only	27	9	0.151385	0.424321	1.000000	0.148148	0.258065	0.732044	4	0	23	0.600000	0.111111	0.187500	0.814748	3	2	24	0.333333	0.074074	0.121212	0.925107	2	4	25
2026-05-29_103913_1218444	3RScan	a644cb9b-0ee5-2f66-9ee4-52027f9ba7d5	objects-only	10	8	0.193897	0.965289	1.000000	0.200000	0.333333	0.692171	2	0	8	1.000000	0.100000	0.181818	0.965289	1	0	9	0.500000	0.100000	0.166667	0.965289	1	1	9
2026-05-29_103913_1218444	3RScan	13124cb2-cec3-27a6-8583-cc0a9d6d1a9a	objects-only	26	17	0.252386	0.320324	0.533333	0.307692	0.390244	0.576892	8	7	18	0.333333	0.192308	0.243902	0.684456	5	10	21	0.066667	0.038462	0.048780	1.000000	1	14	25
2026-05-29_103913_1218444	3RScan	0cac7584-8d6f-2d13-8df8-c05e4307b418	objects-only	39	35	0.261347	0.342690	0.481481	0.333333	0.393939	0.611429	13	14	26	0.259259	0.179487	0.212121	0.795068	7	20	32	0.133333	0.102564	0.115942	0.935944	4	26	35
2026-05-29_103913_1218444	3RScan	68bae772-3567-2f7c-804c-d77a47cdc508	objects-only	26	16	0.203919	0.414929	0.400000	0.153846	0.222222	0.733090	4	6	22	0.300000	0.115385	0.166667	0.880458	3	7	23	0.250000	0.115385	0.157895	0.880458	3	9	23
2026-05-29_103913_1218444	3RScan	0cac7602-8d6f-2d13-8ca7-c26866c2e42f	objects-only	20	16	0.143997	0.260356	0.500000	0.150000	0.230769	0.608767	3	3	17	0.250000	0.100000	0.142857	0.738095	2	6	18	0.125000	0.050000	0.071429	0.897710	1	7	19
2026-05-29_103913_1218444	3RScan	0cac7635-8d6f-2d13-8ea5-25f4dc197d1d	objects-only	34	32	0.261427	0.320945	0.550000	0.323529	0.407407	0.610079	11	9	23	0.380952	0.235294	0.290909	0.704831	8	13	26	0.090909	0.058824	0.071429	0.976415	2	20	32
2026-05-29_103913_1218444	3RScan	1c211546-f201-2d25-862b-6323518ec6e1	objects-only	41	18	0.149937	0.298834	0.615385	0.195122	0.296296	0.458974	8	5	33	0.142857	0.048780	0.072727	0.718639	2	12	39	0.071429	0.024390	0.036364	0.810256	1	13	40
2026-05-29_103913_1218444	3RScan	6bde6055-9162-246f-8f44-e3efc21c9e14	objects-only	7	11	0.476272	0.524174	0.666667	0.571429	0.615385	0.671797	4	2	3	0.600000	0.428571	0.500000	0.787515	3	2	4	0.333333	0.285714	0.307692	0.888831	2	4	5
2026-05-29_103913_1218444	3RScan	1d233ff6-e280-2b1a-8ed5-3eec62f9bb3f	objects-only	25	15	0.214836	0.481104	0.833333	0.200000	0.322581	0.698156	5	1	20	0.500000	0.160000	0.242424	0.782352	4	4	21	0.200000	0.080000	0.114286	0.927919	2	8	23
2026-05-29_103913_1218444	3RScan	6bde604b-9162-246f-8fb2-2dea80e7fb4c	objects-only	19	39	0.569426	0.559920	0.684211	0.684211	0.684211	0.808332	13	6	6	0.550000	0.578947	0.564103	0.893010	11	9	8	0.428571	0.473684	0.450000	0.946225	9	12	10
2026-05-29_103913_1218444	3RScan	68bae76e-3567-2f7c-82bd-a09641695364	objects-only	15	18	0.255149	0.346099	0.500000	0.333333	0.400000	0.640292	5	5	10	0.400000	0.266667	0.320000	0.691517	4	6	11	0.181818	0.133333	0.153846	0.839291	2	9	13
2026-05-29_103913_1218444	3RScan	6bde6081-9162-246f-8c4e-ffaf709d17b1	objects-only	12	23	0.210702	0.134528	0.250000	0.333333	0.285714	0.435220	4	12	8	0.125000	0.166667	0.142857	0.561984	2	14	10	0.000000	0.000000	0.000000	0.000000	0	16	12
2026-05-29_103913_1218444	3RScan	6bde6091-9162-246f-8ea8-fdfd6c0a7f77	objects-only	11	17	0.436186	0.300661	0.500000	0.636364	0.560000	0.599113	7	7	4	0.285714	0.363636	0.320000	0.768484	4	10	7	0.133333	0.181818	0.153846	0.904815	2	13	9
2026-05-29_103913_1218444	3RScan	c7895f0d-339c-2d13-837c-6e5d8b7be7a8	objects-only	15	20	0.304822	0.370094	0.636364	0.466667	0.538462	0.473224	7	4	8	0.333333	0.200000	0.250000	0.673437	3	6	12	0.083333	0.066667	0.074074	0.770408	1	11	14
2026-05-29_103913_1218444	3RScan	0cac75dc-8d6f-2d13-8d08-9c497bd6acdc	objects-only	30	22	0.155920	0.408062	0.714286	0.166667	0.270270	0.561885	5	2	25	0.375000	0.100000	0.157895	0.644017	3	5	27	0.000000	0.000000	0.000000	0.000000	0	9	30
2026-05-29_103913_1218444	3RScan	baf673a6-8e94-22f8-8047-575f7de04f21	objects-only	6	6	0.373139	0.906572	1.000000	0.500000	0.666667	0.718720	3	0	3	1.000000	0.333333	0.500000	0.906572	2	0	4	0.666667	0.333333	0.444444	0.906572	2	1	4
2026-05-29_103913_1218444	3RScan	baf6738b-8e94-22f8-8085-24c4e5ef5220	objects-only	9	5	0.429761	0.737446	1.000000	0.555556	0.714286	0.588534	5	0	4	0.666667	0.222222	0.333333	0.813520	2	1	7	0.333333	0.111111	0.166667	1.000000	1	2	8
2026-05-29_103913_1218444	3RScan	0cac755e-8d6f-2d13-8c6a-c0979ca34a4f	objects-only	8	13	0.770001	0.583069	0.636364	0.875000	0.736842	0.844333	7	4	1	0.545455	0.750000	0.631579	0.903443	6	5	2	0.500000	0.750000	0.600000	0.903443	6	6	2
2026-05-29_103913_1218444	3RScan	8eabc45f-5af7-2f32-8528-640861d2a135	objects-only	47	30	0.356733	0.614769	0.952381	0.425532	0.588235	0.693881	20	1	27	0.666667	0.297872	0.411765	0.816536	14	7	33	0.500000	0.234043	0.318841	0.893857	11	11	36
2026-05-29_103913_1218444	3RScan	6bde60a3-9162-246f-8ca3-48f7e86e95b8	objects-only	17	18	0.546822	0.879017	0.916667	0.647059	0.758621	0.763318	11	1	6	0.909091	0.588235	0.714286	0.812845	10	1	7	0.666667	0.352941	0.461538	0.952561	6	3	11
2026-05-29_103913_1218444	3RScan	6bde608d-9162-246f-8dde-3f158d134d50	objects-only	11	14	0.384067	0.414468	0.833333	0.454545	0.588235	0.692577	5	1	6	0.500000	0.272727	0.352941	0.843642	3	3	8	0.285714	0.181818	0.222222	0.965567	2	5	9
2026-05-29_103913_1218444	3RScan	56d957ed-0184-2301-8f4f-616c3b537e45	objects-only	1	5	0.666735	0.474041	0.500000	1.000000	0.666667	0.666735	1	1	0	0.500000	1.000000	0.666667	0.666735	1	1	0	0.000000	0.000000	0.000000	0.000000	0	2	1
2026-05-29_103913_1218444	3RScan	1713f852-5300-2104-8658-73b77b66af61	objects-only	30	31	0.334427	0.439903	0.739130	0.566667	0.641509	0.540187	17	6	13	0.363636	0.266667	0.307692	0.766906	8	14	22	0.166667	0.133333	0.148148	0.909375	4	20	26
2026-05-29_103913_1218444	3RScan	c9fb7aa5-2a5b-2cf7-902e-42a0339c7242	objects-only	7	14	0.605655	0.908941	1.000000	0.714286	0.833333	0.708334	5	0	2	1.000000	0.428571	0.600000	0.908941	3	0	4	0.750000	0.428571	0.545455	0.908941	3	1	4
2026-05-29_103913_1218444	3RScan	baf67389-8e94-22f8-8055-1d869ecfede9	objects-only	23	25	0.437568	0.413360	0.583333	0.608696	0.595745	0.650235	14	10	9	0.416667	0.434783	0.425532	0.754838	10	14	13	0.160000	0.173913	0.166667	0.931430	4	21	19
2026-05-29_103913_1218444	3RScan	c92fb5b3-f771-2064-86f2-f14da264bfcf	objects-only	19	10	0.254451	0.380092	0.666667	0.315789	0.428571	0.524630	6	3	13	0.333333	0.157895	0.214286	0.704270	3	6	16	0.100000	0.052632	0.068966	0.751629	1	9	18
2026-05-29_103913_1218444	3RScan	c92fb586-f771-2064-8678-a16eca03ac79	objects-only	18	9	0.375282	0.620200	0.888889	0.444444	0.592593	0.613586	8	1	10	0.750000	0.333333	0.461538	0.697513	6	2	12	0.250000	0.111111	0.153846	0.938983	2	6	16
2026-05-29_103913_1218444	3RScan	b8837e28-57ec-29c6-89cf-e1768353440f	objects-only	11	13	0.517403	0.645561	0.700000	0.636364	0.666667	0.778225	7	3	4	0.666667	0.545455	0.600000	0.839824	6	3	5	0.400000	0.363636	0.380952	0.905184	4	6	7
2026-05-29_103913_1218444	3RScan	6a36052d-fa53-2915-9764-30d81b2cc2b5	objects-only	14	10	0.372778	0.489969	0.888889	0.571429	0.695652	0.599358	8	1	6	0.555556	0.357143	0.434783	0.685511	5	4	9	0.200000	0.142857	0.166667	0.830221	2	8	12
2026-05-29_103913_1218444	3RScan	bf9a3db6-45a5-2e80-825a-e599db74ba26	objects-only	24	14	0.394776	0.557139	1.000000	0.500000	0.666667	0.606604	12	0	12	0.666667	0.333333	0.444444	0.718008	8	4	16	0.230769	0.125000	0.162162	0.873966	3	10	21
2026-05-29_103913_1218444	3RScan	4238490c-60a7-271e-9f38-3c651e3b3912	objects-only	15	8	0.248891	0.332158	0.833333	0.333333	0.476190	0.526436	5	1	10	0.285714	0.133333	0.181818	0.805085	2	5	13	0.142857	0.066667	0.090909	1.000000	1	6	14
2026-05-29_103913_1218444	3RScan	8eabc42c-5af7-2f32-87c4-bf646779aa62	objects-only	22	11	0.352629	0.630798	0.900000	0.409091	0.562500	0.694957	9	1	13	0.777778	0.318182	0.451613	0.798273	7	2	15	0.555556	0.227273	0.322581	0.861407	5	4	17
2026-05-29_103913_1218444	3RScan	b1d87fb0-e72e-2c8c-9f01-25dafeddf472	objects-only	17	8	0.278126	0.346309	0.857143	0.352941	0.500000	0.631493	6	1	11	0.375000	0.176471	0.240000	0.911480	3	5	14	0.250000	0.117647	0.160000	0.993002	2	6	15
